"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"04.03.2025","182.11","178.56","183.34","178.13","841.57K","1.48%"
"03.03.2025","179.46","182.49","185.83","179.04","394.11K","-1.94%"
"28.02.2025","183.01","182.00","183.79","179.75","3.61M","0.48%"
"27.02.2025","182.13","176.03","183.04","176.03","963.94K","2.82%"
"26.02.2025","177.14","179.58","180.99","176.41","1.02M","-1.20%"
"25.02.2025","179.29","180.64","182.80","178.13","748.84K","-1.22%"
"24.02.2025","181.50","179.84","181.91","177.52","430.71K","0.40%"
"21.02.2025","180.78","171.92","181.81","171.32","737.30K","5.04%"
"20.02.2025","172.10","171.55","172.69","169.56","864.93K","-0.38%"
"19.02.2025","172.75","172.69","173.50","171.25","424.73K","0.24%"
"18.02.2025","172.33","170.65","172.94","169.45","571.96K","-0.58%"
"17.02.2025","173.33","171.48","173.49","170.64","41.18K","1.55%"
"14.02.2025","170.68","172.17","173.60","170.12","617.12K","-1.35%"
"13.02.2025","173.02","171.29","173.61","169.00","1.16M","1.35%"
"12.02.2025","170.71","160.87","171.29","160.87","1.03M","5.07%"
"11.02.2025","162.48","162.54","162.98","159.61","1.14M","0.18%"
"10.02.2025","162.19","160.29","162.60","159.26","552.96K","1.44%"
"07.02.2025","159.89","160.95","161.09","158.70","524.69K","-0.45%"
"06.02.2025","160.61","160.67","162.65","159.68","785.68K","0.55%"
"05.02.2025","159.73","159.86","161.86","159.00","603.46K","0.30%"
"04.02.2025","159.26","163.00","163.00","157.46","870.39K","-2.17%"
"31.01.2025","162.79","163.73","165.49","162.16","623.64K","-0.80%"
"30.01.2025","164.10","163.12","165.90","161.52","261.14K","0.45%"
"29.01.2025","163.37","160.00","164.64","160.00","1.03M","2.11%"
"28.01.2025","159.99","161.04","161.10","156.38","1.14M","-0.65%"
"27.01.2025","161.04","155.98","161.68","155.78","540.46K","3.94%"
"24.01.2025","154.93","152.32","156.20","152.32","1.48M","1.25%"
"23.01.2025","153.01","154.20","155.28","152.83","1.14M","-0.75%"
"22.01.2025","154.17","155.75","155.75","149.17","2.36M","-1.10%"
"21.01.2025","155.88","159.66","159.66","155.26","387.17K","-1.99%"
"20.01.2025","159.05","159.17","160.03","158.43","49.29K","0.90%"
"17.01.2025","157.63","159.76","160.54","157.31","312.90K","-0.84%"
"16.01.2025","158.97","156.35","159.29","155.86","588.67K","2.05%"
"15.01.2025","155.77","157.84","159.44","155.41","402.87K","-0.77%"
"14.01.2025","156.98","156.69","158.39","155.95","939.27K","0.01%"
"13.01.2025","156.97","154.46","157.33","154.46","597.51K","1.68%"
"10.01.2025","154.37","153.98","156.25","150.50","819.40K","2.57%"
"09.01.2025","150.50","155.28","157.92","149.45","389.54K","-2.73%"
"08.01.2025","154.73","155.17","155.40","153.38","1.13M","-0.12%"
"07.01.2025","154.92","155.31","157.92","154.56","958.72K","0.07%"
"06.01.2025","154.81","156.75","158.75","154.00","834.23K","-1.48%"
"03.01.2025","157.14","161.00","161.00","156.76","659.95K","-1.74%"
"02.01.2025","159.93","162.79","163.76","159.02","308.40K","-1.27%"
"31.12.2024","161.99","161.12","162.79","160.99","223.08K","1.13%"
"30.12.2024","160.18","159.50","160.78","157.88","376.43K","0.39%"
"27.12.2024","159.55","160.28","160.70","159.02","314.52K","0.39%"
"26.12.2024","158.93","158.08","159.50","157.69","91.39K","0.33%"
"24.12.2024","158.41","159.53","162.98","158.25","62.09K","-0.51%"
"23.12.2024","159.22","160.21","160.67","158.48","366.20K","-0.12%"
"20.12.2024","159.41","160.01","160.91","158.84","4.50M","-0.31%"
"19.12.2024","159.90","160.52","164.29","159.54","531.33K","-0.56%"
"18.12.2024","160.80","164.02","164.64","160.30","379.49K","-2.84%"
"17.12.2024","165.50","163.92","166.72","163.09","615.75K","1.47%"
"16.12.2024","163.11","163.39","165.35","162.49","484.41K","-0.17%"
"13.12.2024","163.39","163.27","166.47","162.34","484.50K","-0.15%"
"11.12.2024","163.64","162.98","165.58","162.98","439.19K","-0.40%"
"10.12.2024","164.29","167.19","167.19","163.58","392.63K","-1.62%"
"09.12.2024","167.00","166.53","168.44","165.89","383.13K","0.78%"
"06.12.2024","165.71","166.92","168.33","165.28","574.50K","-1.50%"
"05.12.2024","168.24","167.61","169.28","165.45","1.52M","0.67%"
"04.12.2024","167.12","165.19","169.11","165.19","543.15K","0.77%"
"03.12.2024","165.85","163.90","166.14","161.94","659.55K","0.69%"
"02.12.2024","164.71","162.35","166.62","162.35","522.41K","2.27%"
"29.11.2024","161.06","161.17","163.24","160.35","971.47K","0.04%"
"28.11.2024","161.00","163.49","166.09","159.09","213.79K","-1.61%"
"27.11.2024","163.64","164.30","164.86","162.12","902.99K","0.09%"
"26.11.2024","163.49","162.67","165.50","162.11","717.26K","0.53%"
"25.11.2024","162.62","161.41","164.43","161.41","1.20M","0.27%"
"22.11.2024","162.18","159.01","162.48","159.01","324.45K","2.20%"
"21.11.2024","158.69","159.00","160.83","158.03","480.68K","-0.04%"
"20.11.2024","158.76","157.64","159.85","157.64","239.02K","0.55%"
"19.11.2024","157.89","158.01","160.30","157.56","433.88K","-0.33%"
"15.11.2024","158.41","158.29","160.20","157.57","293.56K","0.19%"
"14.11.2024","158.11","161.00","162.11","157.57","604.47K","-1.73%"
"13.11.2024","160.89","164.75","165.57","160.53","617.19K","-2.83%"
"12.11.2024","165.58","165.79","166.95","160.01","534.20K","-0.60%"
"11.11.2024","166.58","167.09","169.07","166.40","285.10K","-0.06%"
"08.11.2024","166.68","161.82","167.42","161.82","321.55K","1.07%"
"07.11.2024","164.91","165.46","167.48","163.46","704.16K","-0.58%"
"06.11.2024","165.87","165.48","166.32","161.62","679.94K","1.24%"
"05.11.2024","163.84","163.03","165.09","159.59","697.53K","0.97%"
"04.11.2024","162.27","164.94","166.80","161.76","535.20K","-1.96%"
"01.11.2024","165.51","167.22","167.51","165.04","296.72K","-0.61%"
"31.10.2024","166.52","172.58","172.58","165.58","941.36K","-2.74%"
"30.10.2024","171.21","170.05","175.13","170.05","585.31K","0.75%"
"29.10.2024","169.94","172.47","174.67","169.30","527.56K","0.02%"
"28.10.2024","169.90","174.27","174.49","169.61","246.16K","-1.55%"
"25.10.2024","172.57","170.50","175.31","168.50","738.32K","2.42%"
"24.10.2024","168.49","169.80","170.18","167.82","744.59K","-0.30%"
"23.10.2024","168.99","167.88","170.44","167.70","507.96K","0.04%"
"22.10.2024","168.92","170.10","171.37","167.55","625.79K","-1.84%"
"21.10.2024","172.09","172.38","173.49","170.95","713.06K","-0.61%"
"18.10.2024","173.15","171.39","173.67","170.00","336.85K","0.28%"
"17.10.2024","172.67","174.06","174.06","170.53","417.05K","-0.92%"
"16.10.2024","174.28","172.85","175.46","172.45","580.46K","1.44%"
"15.10.2024","171.80","169.33","172.31","168.01","620.41K","1.96%"
"14.10.2024","168.50","169.62","169.62","165.70","325.89K","-1.31%"
"11.10.2024","170.73","170.95","172.50","169.76","356.68K","-0.97%"
"10.10.2024","172.40","169.21","173.32","168.70","569.43K","2.14%"
"09.10.2024","168.79","169.05","170.25","167.30","450.71K","0.28%"
"08.10.2024","168.32","169.04","169.04","165.25","509.60K","-0.17%"
"07.10.2024","168.61","171.32","173.30","167.89","380.78K","-0.96%"
"04.10.2024","170.25","169.27","171.14","169.01","342.34K","0.07%"
"03.10.2024","170.13","171.52","172.89","169.01","500.06K","-1.81%"
"02.10.2024","173.26","173.03","174.45","171.76","729.18K","-0.60%"
"30.09.2024","174.30","177.17","177.39","173.51","861.73K","-1.95%"
"27.09.2024","177.76","180.49","181.49","177.28","847.64K","-1.29%"
"26.09.2024","180.08","179.83","181.03","177.71","1.04M","1.37%"
"25.09.2024","177.65","178.97","180.99","176.19","2.09M","-0.19%"
"24.09.2024","177.98","175.59","178.61","175.42","695.02K","1.79%"
"23.09.2024","174.85","174.74","176.41","172.24","444.87K","-0.41%"
"20.09.2024","175.57","176.26","177.27","174.00","4.54M","-0.70%"
"19.09.2024","176.80","175.27","177.35","175.07","886.02K","0.87%"
"18.09.2024","175.27","174.05","176.35","171.74","488.60K","0.94%"
"17.09.2024","173.63","169.60","175.89","169.60","588.40K","3.64%"
"13.09.2024","167.53","167.76","168.21","166.61","160.02K","0.65%"
"12.09.2024","166.44","166.01","168.50","165.55","511.68K","-0.85%"
"11.09.2024","167.87","166.76","168.81","166.02","325.81K","-0.02%"
"10.09.2024","167.90","170.78","170.78","167.15","420.51K","-0.88%"
"09.09.2024","169.39","171.61","172.88","168.96","506.07K","-1.12%"
"06.09.2024","171.31","172.37","173.76","170.23","362.03K","-0.64%"
"05.09.2024","172.42","173.86","177.04","171.92","1.07M","-0.58%"
"04.09.2024","173.42","172.49","174.02","170.65","672.98K","1.75%"
"03.09.2024","170.44","167.14","172.21","165.32","594.22K","2.49%"
"02.09.2024","166.30","166.48","168.51","166.01","73.22K","0.51%"
"30.08.2024","165.45","168.20","168.20","164.74","2.01M","-1.87%"
"29.08.2024","168.60","166.44","172.49","166.44","577.29K","-1.23%"
"28.08.2024","170.70","169.84","171.87","168.62","523.22K","0.00%"
"27.08.2024","170.70","168.62","172.27","168.62","636.17K","0.82%"
"26.08.2024","169.31","169.70","171.68","168.32","373.18K","-0.23%"
"23.08.2024","169.70","171.31","172.45","169.33","467.58K","-0.66%"
"22.08.2024","170.83","170.63","172.50","170.45","463.18K","0.28%"
"21.08.2024","170.35","169.96","172.55","168.82","606.40K","0.50%"
"20.08.2024","169.51","167.75","170.95","167.75","485.82K","1.28%"
"19.08.2024","167.37","167.26","169.40","167.04","175.08K","0.44%"
"16.08.2024","166.63","168.40","169.40","165.78","457.52K","-1.59%"
"15.08.2024","169.32","168.80","170.73","168.24","268.16K","0.60%"
"14.08.2024","168.31","166.79","169.28","166.37","489.46K","0.15%"
"13.08.2024","168.05","167.25","170.30","167.25","470.00K","1.43%"
"12.08.2024","165.68","166.00","166.87","165.06","183.24K","-0.41%"
"09.08.2024","166.37","165.90","167.12","161.94","206.05K","1.56%"
"08.08.2024","163.81","166.22","166.22","163.47","280.56K","-1.63%"
"07.08.2024","166.52","166.70","167.96","165.96","481.24K","0.08%"
"06.08.2024","166.39","166.95","166.95","164.53","410.59K","0.77%"
"05.08.2024","165.12","167.26","168.18","163.53","420.22K","-1.49%"
"02.08.2024","167.61","166.63","167.90","164.35","310.06K","1.31%"
"01.08.2024","165.44","169.32","170.72","164.61","343.63K","-2.14%"
"31.07.2024","169.06","167.15","172.63","167.15","110.50K","1.87%"
"30.07.2024","165.96","164.00","168.81","163.26","917.18K","1.65%"
"29.07.2024","163.27","161.75","164.18","161.75","494.77K","0.46%"
"26.07.2024","162.53","157.38","162.80","155.73","506.89K","3.67%"
"25.07.2024","156.78","156.71","158.15","154.93","545.10K","-0.46%"
"24.07.2024","157.50","162.05","163.61","156.54","1.49M","-1.58%"
"23.07.2024","160.03","166.65","166.65","159.58","411.55K","-3.36%"
"22.07.2024","165.60","159.29","165.99","159.29","863.54K","3.36%"
"19.07.2024","160.22","154.38","160.67","151.80","881.41K","3.58%"
"18.07.2024","154.68","155.31","156.77","154.26","659.84K","-0.76%"
"17.07.2024","155.86","154.67","156.43","153.49","427.28K","0.32%"
"16.07.2024","155.36","152.57","156.72","152.57","352.09K","1.32%"
"15.07.2024","153.33","155.47","156.13","152.84","638.42K","-2.70%"
"12.07.2024","157.59","152.47","158.13","152.47","489.10K","2.85%"
"11.07.2024","153.23","151.07","153.50","151.07","381.57K","0.70%"
"10.07.2024","152.17","149.33","152.52","147.90","745.44K","1.91%"
"09.07.2024","149.32","151.73","151.73","148.88","257.80K","-1.12%"
"08.07.2024","151.01","149.01","151.63","147.88","367.39K","1.40%"
"05.07.2024","148.93","152.95","152.95","147.38","355.90K","-3.08%"
"04.07.2024","153.66","151.73","154.00","151.73","36.68K","1.34%"
"03.07.2024","151.63","148.11","153.29","147.87","560.33K","2.43%"
"02.07.2024","148.03","152.25","152.77","147.73","1.16M","-3.11%"
"01.07.2024","152.78","155.32","156.95","151.77","614.24K","-2.61%"
"28.06.2024","156.87","156.18","157.36","153.38","1.27M","0.57%"
"27.06.2024","155.98","154.26","156.64","154.17","907.79K","1.83%"
"26.06.2024","153.18","154.45","157.21","152.74","1.06M","-0.55%"
"25.06.2024","154.03","151.21","154.57","149.75","758.29K","1.40%"
"24.06.2024","151.90","151.24","154.84","150.54","909.88K","0.75%"
"21.06.2024","150.77","155.12","155.34","149.77","5.73M","-2.80%"
"20.06.2024","155.12","157.50","157.94","153.88","403.77K","-1.60%"
"19.06.2024","157.64","157.81","160.60","156.67","84.50K","0.22%"
"18.06.2024","157.30","157.19","159.19","155.68","383.34K","0.42%"
"17.06.2024","156.64","157.50","157.54","155.00","209.96K","-0.03%"
"14.06.2024","156.68","158.67","159.17","155.22","365.71K","-1.11%"
"13.06.2024","158.44","161.12","161.67","157.92","521.77K","-2.16%"
"12.06.2024","161.94","163.85","165.83","161.26","844.22K","-0.18%"
"11.06.2024","162.24","160.74","163.66","160.42","729.00K","0.46%"
"10.06.2024","161.50","166.68","167.28","161.23","655.25K","-2.30%"
"07.06.2024","165.30","164.98","167.37","164.19","571.37K","-0.17%"
"06.06.2024","165.58","163.37","167.44","163.27","895.06K","1.48%"
"05.06.2024","163.16","161.52","164.30","159.26","848.32K","1.02%"
"04.06.2024","161.52","157.84","162.00","155.64","1.32M","3.23%"
"03.06.2024","156.47","158.60","162.30","155.66","1.10M","-1.16%"
"31.05.2024","158.31","160.38","160.88","157.35","5.92M","-1.49%"
"30.05.2024","160.71","160.53","161.83","158.60","569.33K","0.02%"
"29.05.2024","160.67","158.20","162.33","157.34","781.53K","1.48%"
"28.05.2024","158.32","156.90","159.47","156.85","482.63K","1.70%"
"27.05.2024","155.68","157.48","158.05","153.47","172.39K","-1.61%"
"24.05.2024","158.23","161.23","161.24","158.00","367.90K","-1.70%"
"23.05.2024","160.96","158.20","161.20","158.11","752.52K","1.09%"
"22.05.2024","159.23","161.53","161.53","157.48","482.52K","-1.41%"
"21.05.2024","161.51","161.59","161.93","159.05","390.80K","-0.06%"
"20.05.2024","161.60","162.32","162.32","160.34","324.58K","-0.44%"
"17.05.2024","162.32","163.71","163.84","161.81","451.37K","-0.88%"
"16.05.2024","163.76","166.60","166.60","160.74","531.68K","-2.49%"
"15.05.2024","167.94","169.00","170.84","167.22","424.11K","-0.68%"
"14.05.2024","169.09","169.79","170.32","168.51","310.48K","-0.28%"
"13.05.2024","169.56","168.15","170.80","167.93","177.13K","0.78%"
"10.05.2024","168.25","169.17","169.95","167.56","412.37K","-0.80%"
"09.05.2024","169.61","168.51","171.00","168.51","381.94K","0.78%"
"08.05.2024","168.30","167.79","169.40","167.01","417.58K","0.30%"
"07.05.2024","167.79","163.78","168.46","163.27","415.04K","2.63%"
"06.05.2024","163.49","167.11","167.27","162.82","371.75K","-2.09%"
"03.05.2024","166.98","165.95","168.57","165.36","833.86K","0.36%"
"02.05.2024","166.38","167.75","167.75","164.94","1.12M","-2.10%"
"30.04.2024","169.95","171.28","171.99","169.49","536.19K","-0.85%"
"29.04.2024","171.40","171.74","172.07","169.47","317.91K","0.13%"
"26.04.2024","171.17","170.87","172.02","169.30","353.65K","0.68%"
"25.04.2024","170.01","167.00","170.93","163.50","553.16K","4.09%"
"24.04.2024","163.33","160.66","166.00","159.82","678.57K","1.92%"
"23.04.2024","160.25","162.57","162.75","158.95","502.43K","-1.63%"
"22.04.2024","162.90","160.29","163.64","159.37","469.08K","1.86%"
"19.04.2024","159.92","161.38","162.20","159.34","223.82K","0.41%"
"18.04.2024","159.27","155.69","159.65","155.69","822.25K","2.32%"
"17.04.2024","155.66","159.00","159.00","155.18","412.51K","-1.72%"
"16.04.2024","158.39","158.94","159.04","156.65","553.84K","-0.36%"
"15.04.2024","158.96","163.00","163.00","158.48","581.61K","-2.23%"
"12.04.2024","162.58","157.25","163.53","157.12","777.47K","3.78%"
"11.04.2024","156.66","154.78","156.92","152.88","658.93K","1.63%"
"10.04.2024","154.14","155.24","155.24","152.42","516.03K","-0.70%"
"09.04.2024","155.23","156.29","157.93","154.67","264.53K","-1.09%"
"08.04.2024","156.94","156.05","158.49","155.65","234.19K","-0.24%"
"05.04.2024","157.32","159.00","159.66","156.58","437.77K","-1.43%"
"04.04.2024","159.60","155.68","159.89","155.46","974.07K","2.78%"
"03.04.2024","155.28","157.90","159.85","155.02","505.88K","-1.69%"
"02.04.2024","157.95","160.07","160.07","154.80","671.66K","-1.37%"
"01.04.2024","160.14","160.99","162.26","158.56","572.81K","-0.15%"
"27.03.2024","160.38","160.17","160.88","158.01","441.32K","0.44%"
"26.03.2024","159.68","159.53","160.80","158.73","253.79K","0.85%"
"25.03.2024","158.33","162.36","162.36","158.00","229.90K","-2.40%"
"22.03.2024","162.23","162.55","162.96","160.20","1.51M","-0.09%"
"21.03.2024","162.38","164.23","165.61","162.04","272.00K","-0.81%"
"20.03.2024","163.71","163.20","164.51","161.97","353.87K","0.91%"
"19.03.2024","162.23","165.00","166.00","161.95","732.41K","-1.24%"
"15.03.2024","164.26","167.00","167.47","163.38","5.03M","-1.40%"
"14.03.2024","166.60","166.33","168.31","165.66","407.79K","0.13%"
"13.03.2024","166.38","164.61","166.81","164.12","609.71K","0.75%"
"12.03.2024","165.14","162.85","166.00","162.62","357.47K","2.10%"
"11.03.2024","161.74","161.09","163.07","160.29","204.35K","0.47%"
"08.03.2024","160.99","161.76","162.46","159.80","224.93K","-1.00%"
"07.03.2024","162.61","162.97","163.45","161.08","234.85K","0.00%"
"06.03.2024","162.61","165.48","167.76","162.08","415.49K","-1.20%"
"05.03.2024","164.58","162.97","165.78","162.97","384.29K","1.50%"
"04.03.2024","162.14","164.43","165.15","161.91","334.99K","-1.50%"
"01.03.2024","164.61","165.99","166.77","164.41","390.18K","-1.05%"
"29.02.2024","166.36","166.49","168.71","164.98","1.25M","0.93%"
"28.02.2024","164.82","169.63","170.37","163.52","529.53K","-3.82%"
"27.02.2024","171.37","168.54","173.20","168.18","497.63K","1.68%"
"26.02.2024","168.54","169.34","169.82","168.28","305.40K","-0.67%"
"23.02.2024","169.67","172.99","172.99","166.23","348.95K","-1.61%"
"22.02.2024","172.45","171.74","173.44","169.11","228.49K","0.65%"
"21.02.2024","171.34","171.36","172.15","169.59","436.91K","-0.36%"
"20.02.2024","171.96","175.71","177.90","171.15","630.95K","-3.83%"
"19.02.2024","178.81","172.13","183.49","171.07","161.02K","3.87%"
"16.02.2024","172.15","171.82","173.27","170.07","266.32K","0.73%"
"15.02.2024","170.91","167.85","172.20","167.85","336.03K","1.92%"
"14.02.2024","167.69","167.55","168.90","167.02","359.44K","0.32%"
"13.02.2024","167.16","166.96","169.03","166.44","365.38K","-0.16%"
"12.02.2024","167.43","167.33","168.45","165.45","239.01K","0.30%"
"09.02.2024","166.93","167.66","167.99","166.42","440.42K","-0.48%"
"08.02.2024","167.73","167.07","168.49","166.96","533.96K","0.58%"
"07.02.2024","166.76","167.78","170.03","165.71","639.63K","-0.40%"
"06.02.2024","167.43","171.61","171.68","167.04","972.06K","-4.83%"
"02.02.2024","175.93","167.69","176.66","167.69","475.49K","5.32%"
"01.02.2024","167.04","163.04","167.76","163.04","588.59K","1.94%"
"31.01.2024","163.86","159.59","165.70","159.07","1.72M","2.43%"
"30.01.2024","159.98","159.89","160.55","158.22","734.84K","-0.14%"
"29.01.2024","160.20","158.53","160.54","157.25","655.70K","1.48%"
"26.01.2024","157.86","156.55","159.83","154.73","1.17M","0.77%"
"25.01.2024","156.66","155.00","157.34","153.92","728.63K","1.00%"
"24.01.2024","155.11","160.00","160.00","154.75","437.79K","-1.27%"
"23.01.2024","157.11","154.34","157.86","154.34","261.98K","1.80%"
"22.01.2024","154.33","156.10","156.51","154.09","227.00K","-1.14%"
"19.01.2024","156.11","156.48","156.48","154.57","292.55K","0.09%"
"18.01.2024","155.97","157.57","157.95","154.67","294.01K","-0.21%"
"17.01.2024","156.30","157.35","157.46","155.41","669.16K","-0.27%"
"16.01.2024","156.73","156.00","157.76","155.85","336.00K","1.08%"
"15.01.2024","155.06","152.28","156.42","152.28","23.50K","-1.20%"
"12.01.2024","156.94","154.38","158.00","154.38","245.11K","3.22%"
"11.01.2024","152.04","153.35","153.89","151.77","456.91K","-0.82%"
"10.01.2024","153.29","153.00","153.98","152.40","486.34K","0.14%"
"09.01.2024","153.08","151.28","153.75","150.96","1.43M","1.04%"
"08.01.2024","151.51","154.19","154.41","151.25","292.80K","-1.27%"
"05.01.2024","153.46","153.44","153.99","151.03","522.02K","-0.54%"
"04.01.2024","154.30","155.99","156.63","153.50","310.46K","-1.16%"
"03.01.2024","156.11","158.16","158.89","155.79","356.04K","-1.64%"
"02.01.2024","158.71","159.95","160.96","158.03","426.77K","-1.40%"
"29.12.2023","160.97","160.04","161.61","159.70","117.44K","0.07%"
"28.12.2023","160.86","163.12","163.12","159.15","180.70K","-0.84%"
"27.12.2023","162.23","162.46","163.64","161.89","311.02K","-0.25%"
"26.12.2023","162.63","161.60","163.39","161.48","71.13K","0.40%"
"22.12.2023","161.99","163.55","164.88","161.53","121.46K","-0.92%"
"21.12.2023","163.50","167.00","167.00","162.82","210.63K","-1.10%"
"20.12.2023","165.32","167.86","168.20","164.72","589.74K","-1.78%"
"19.12.2023","168.31","168.23","169.53","167.35","418.91K","0.28%"
"18.12.2023","167.84","166.70","168.41","165.21","303.05K","0.40%"
"15.12.2023","167.17","164.99","168.48","164.99","2.22M","1.41%"
"14.12.2023","164.85","161.87","165.40","161.48","1.14M","2.48%"
"13.12.2023","160.86","157.00","161.49","157.00","611.90K","2.52%"
"11.12.2023","156.91","153.97","157.56","153.59","389.64K","1.96%"
"08.12.2023","153.90","153.28","155.14","152.23","295.28K","-0.03%"
"07.12.2023","153.94","154.70","155.10","150.91","412.19K","0.53%"
"06.12.2023","153.13","151.45","153.53","151.39","279.92K","0.94%"
"05.12.2023","151.71","149.84","152.21","149.55","193.37K","0.74%"
"04.12.2023","150.60","147.92","152.00","147.43","501.42K","1.80%"
"01.12.2023","147.94","145.98","148.44","145.29","338.19K","1.34%"
"30.11.2023","145.98","144.77","147.29","143.82","3.77M","0.64%"
"29.11.2023","145.05","145.70","147.83","144.09","445.99K","-0.43%"
"28.11.2023","145.68","146.70","147.32","144.57","544.54K","-0.64%"
"27.11.2023","146.62","149.23","149.95","146.23","538.25K","-1.75%"
"24.11.2023","149.23","146.95","151.41","144.82","303.15K","0.88%"
"23.11.2023","147.93","146.94","148.86","146.07","95.91K","0.72%"
"22.11.2023","146.87","145.61","147.49","145.61","548.59K","0.86%"
