"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"10.05.2021","96.78","93.88","96.98","93.88","766.96K","3.09%"
"07.05.2021","93.88","95.93","96.77","93.48","629.46K","-2.14%"
"06.05.2021","95.93","95.20","96.39","94.85","872.33K","1.43%"
"05.05.2021","94.58","95.50","95.50","94.16","537.84K","-0.34%"
"04.05.2021","94.90","95.48","95.58","94.31","721.26K","-0.12%"
"03.05.2021","95.01","95.06","96.01","94.51","709.44K","0.19%"
"30.04.2021","94.83","95.90","95.90","94.26","1.18M","-2.94%"
"29.04.2021","97.70","98.00","98.18","96.37","935.33K","0.99%"
"28.04.2021","96.74","96.81","97.50","96.24","1.01M","-0.24%"
"27.04.2021","96.97","98.40","99.50","96.37","1.17M","-1.14%"
"26.04.2021","98.09","98.94","100.00","97.82","899.60K","-0.79%"
"23.04.2021","98.87","98.56","99.68","97.60","852.93K","0.82%"
"22.04.2021","98.07","98.00","98.93","97.53","1.17M","0.37%"
"21.04.2021","97.71","95.89","97.85","95.26","1.02M","1.94%"
"20.04.2021","95.85","95.30","95.98","94.42","1.01M","0.88%"
"19.04.2021","95.01","94.21","95.52","94.01","767.78K","0.90%"
"16.04.2021","94.16","95.80","96.07","94.01","1.05M","-1.71%"
"15.04.2021","95.80","95.91","96.28","95.06","1.52M","-0.05%"
"14.04.2021","95.85","97.00","97.00","95.55","975.73K","-0.56%"
"13.04.2021","96.39","96.16","96.98","95.92","1.27M","0.06%"
"12.04.2021","96.33","96.47","96.80","96.11","808.40K","-0.60%"
"09.04.2021","96.91","96.39","97.11","95.20","1.01M","0.54%"
"08.04.2021","96.39","94.83","96.99","94.40","890.43K","2.00%"
"07.04.2021","94.50","93.50","95.00","93.50","1.46M","-0.12%"
"06.04.2021","94.61","94.29","94.96","93.70","952.36K","0.35%"
"05.04.2021","94.28","96.75","96.75","93.90","1.07M","-0.14%"
"31.03.2021","94.41","95.32","95.80","93.89","1.63M","-1.19%"
"30.03.2021","95.55","95.45","95.93","94.20","1.36M","0.07%"
"29.03.2021","95.48","95.80","96.24","94.62","1.46M","0.58%"
"26.03.2021","94.93","97.02","97.02","94.72","681.30K","-1.33%"
"25.03.2021","96.21","96.64","96.91","95.74","808.91K","-0.90%"
"24.03.2021","97.08","97.53","97.53","96.51","739.91K","-0.34%"
"23.03.2021","97.41","97.37","98.22","97.12","805.49K","0.30%"
"22.03.2021","97.12","96.12","97.85","95.93","573.90K","1.20%"
"19.03.2021","95.97","98.10","99.01","94.90","8.96M","-2.61%"
"18.03.2021","98.54","100.17","100.50","98.09","1.71M","-1.14%"
"17.03.2021","99.68","99.99","101.12","99.25","1.07M","-0.02%"
"16.03.2021","99.70","97.81","100.17","97.81","1.38M","1.24%"
"12.03.2021","98.48","99.33","100.35","98.23","988.12K","-0.24%"
"11.03.2021","98.72","98.52","99.87","97.90","1.10M","0.08%"
"10.03.2021","98.64","99.70","100.30","98.05","918.40K","-1.36%"
"09.03.2021","100.00","100.68","100.79","98.68","691.45K","-0.94%"
"08.03.2021","100.95","98.48","101.88","98.27","890.61K","2.34%"
"05.03.2021","98.64","96.85","99.99","96.76","820.48K","2.56%"
"04.03.2021","96.18","93.29","97.02","92.07","1.30M","3.45%"
"03.03.2021","92.97","91.50","93.17","90.94","885.72K","2.18%"
"02.03.2021","90.99","88.88","91.45","88.88","713.52K","2.21%"
"01.03.2021","89.02","88.00","89.56","87.58","1.59M","1.40%"
"26.02.2021","87.79","88.66","90.22","86.71","2.56M","-1.32%"
"25.02.2021","88.96","91.86","92.51","88.52","971.80K","-1.63%"
"24.02.2021","90.43","90.43","91.35","89.50","434.37K","0.52%"
"23.02.2021","89.96","91.03","91.96","89.70","654.31K","-1.80%"
"22.02.2021","91.61","92.82","93.99","91.17","1.01M","-0.91%"
"19.02.2021","92.45","93.32","94.45","92.27","980.69K","-0.71%"
"18.02.2021","93.11","91.84","94.40","90.85","891.85K","1.42%"
"17.02.2021","91.81","91.00","92.39","90.99","1.05M","0.80%"
"16.02.2021","91.08","89.20","91.60","89.20","345.34K","3.43%"
"15.02.2021","88.06","89.84","90.00","88.01","20.84K","-1.62%"
"12.02.2021","89.51","88.95","90.06","88.56","199.98K","1.15%"
"11.02.2021","88.49","89.74","90.56","87.91","491.96K","-1.78%"
"10.02.2021","90.09","90.95","91.50","88.31","649.55K","-0.27%"
"09.02.2021","90.33","89.79","90.93","89.61","504.28K","1.10%"
"08.02.2021","89.35","90.48","90.57","88.60","512.88K","-1.05%"
"05.02.2021","90.30","89.57","90.78","89.47","341.62K","1.14%"
"04.02.2021","89.28","90.25","90.76","89.15","1.28M","-1.07%"
"03.02.2021","90.25","90.94","91.54","89.60","817.20K","-0.47%"
"02.02.2021","90.68","89.21","91.40","89.21","697.09K","1.98%"
"29.01.2021","88.92","90.64","90.64","87.68","1.30M","-1.90%"
"28.01.2021","90.64","90.20","90.99","90.12","966.94K","0.34%"
"27.01.2021","90.33","91.61","93.67","90.00","1.03M","-3.11%"
"26.01.2021","93.23","91.87","93.70","90.76","807.87K","1.57%"
"25.01.2021","91.79","93.55","93.70","91.29","908.19K","-0.71%"
"22.01.2021","92.45","91.64","92.54","90.56","744.15K","1.05%"
"21.01.2021","91.49","91.95","93.45","90.98","1.16M","0.33%"
"20.01.2021","91.19","92.20","92.24","90.05","1.20M","-1.03%"
"19.01.2021","92.14","92.49","92.80","90.00","824.46K","0.40%"
"18.01.2021","91.77","92.73","93.47","90.15","299.63K","-1.00%"
"15.01.2021","92.70","93.50","94.20","92.21","489.94K","-0.43%"
"14.01.2021","93.10","92.20","94.47","91.53","591.02K","0.33%"
"13.01.2021","92.79","92.49","93.39","91.70","382.71K","0.18%"
"12.01.2021","92.62","93.06","94.04","92.20","614.96K","-0.40%"
"11.01.2021","92.99","94.00","94.20","92.50","474.63K","-0.80%"
"08.01.2021","93.74","93.93","94.64","92.71","643.40K","0.27%"
"07.01.2021","93.49","93.77","94.04","93.07","658.11K","1.56%"
"06.01.2021","92.05","92.87","94.65","91.76","653.92K","0.17%"
"05.01.2021","91.89","91.20","92.67","90.63","571.92K","0.93%"
"04.01.2021","91.04","92.24","93.32","90.57","452.02K","-0.51%"
"31.12.2020","91.51","92.38","92.50","91.00","254.69K","-1.46%"
"30.12.2020","92.87","93.25","94.29","91.95","218.47K","-0.08%"
"29.12.2020","92.94","91.56","93.52","91.25","305.44K","1.05%"
"28.12.2020","91.97","90.41","92.12","90.11","117.96K","2.29%"
"24.12.2020","89.91","89.91","90.74","89.69","94.01K","-0.63%"
"23.12.2020","90.48","90.12","90.65","89.55","220.25K","1.08%"
"22.12.2020","89.51","90.16","90.50","89.29","405.85K","-1.08%"
"21.12.2020","90.49","91.10","92.21","90.01","463.96K","-1.80%"
"18.12.2020","92.15","92.13","92.72","90.83","3.25M","0.14%"
"17.12.2020","92.02","90.68","92.54","90.68","853.98K","1.28%"
"16.12.2020","90.86","91.21","91.21","90.16","385.11K","-0.18%"
"15.12.2020","91.02","93.00","93.14","90.77","307.76K","-0.97%"
"14.12.2020","91.91","91.50","92.42","91.25","617.96K","-0.25%"
"11.12.2020","92.14","92.60","92.79","91.11","671.98K","-0.27%"
"10.12.2020","92.39","91.53","92.77","91.37","1.06M","1.65%"
"09.12.2020","90.89","90.88","91.60","90.48","532.65K","-0.07%"
"08.12.2020","90.95","91.99","92.27","90.35","827.57K","-1.00%"
"07.12.2020","91.87","93.03","93.04","90.95","534.73K","-1.13%"
"04.12.2020","92.92","93.30","94.10","92.09","888.19K","0.66%"
"03.12.2020","92.31","93.70","93.70","91.81","873.19K","-1.67%"
"02.12.2020","93.88","91.84","94.00","91.25","907.40K","2.22%"
"01.12.2020","91.84","91.29","92.72","90.57","1.21M","0.86%"
"30.11.2020","91.06","88.13","91.88","88.13","4.78M","3.20%"
"27.11.2020","88.24","92.00","92.20","87.76","330.83K","-3.87%"
"26.11.2020","91.79","91.69","92.00","90.34","631.84K","0.00%"
"25.11.2020","91.79","92.00","92.01","90.77","932.45K","0.07%"
"24.11.2020","91.73","91.65","92.28","90.75","807.20K","0.63%"
"23.11.2020","91.16","92.38","92.38","90.91","646.88K","-1.26%"
"20.11.2020","92.32","92.30","92.67","91.49","954.81K","0.10%"
"19.11.2020","92.23","91.95","92.47","91.31","1.75M","0.11%"
"18.11.2020","92.13","92.64","92.64","91.61","1.16M","-0.07%"
"17.11.2020","92.19","91.90","92.48","91.51","2.39M","0.32%"
"13.11.2020","91.90","90.36","92.00","89.70","374.56K","2.05%"
"12.11.2020","90.05","91.99","91.99","89.44","388.97K","-2.06%"
"11.11.2020","91.94","88.98","92.00","88.98","1.08M","4.19%"
"10.11.2020","88.24","86.86","89.65","86.86","1.22M","1.54%"
"09.11.2020","86.90","87.21","89.50","86.12","764.49K","1.29%"
"06.11.2020","85.79","86.00","87.06","84.48","884.43K","-0.10%"
"05.11.2020","85.88","83.90","86.11","83.19","682.54K","3.37%"
"04.11.2020","83.08","81.86","83.98","81.76","437.04K","1.19%"
"03.11.2020","82.10","80.30","82.64","80.22","673.09K","2.22%"
"30.10.2020","80.32","77.34","80.73","77.00","1.23M","3.91%"
"29.10.2020","77.30","81.78","82.00","77.17","530.54K","-6.67%"
"28.10.2020","82.82","84.89","85.25","82.08","504.72K","-3.04%"
"27.10.2020","85.42","86.35","86.78","84.96","430.49K","-1.01%"
"26.10.2020","86.29","89.70","89.70","85.81","256.63K","-1.13%"
"23.10.2020","87.28","87.91","88.26","86.71","445.25K","-0.50%"
"22.10.2020","87.72","88.46","89.01","87.16","779.06K","-0.31%"
"21.10.2020","87.99","87.56","89.10","87.23","475.41K","1.09%"
"20.10.2020","87.04","86.68","87.78","85.10","516.40K","1.27%"
"19.10.2020","85.95","87.23","87.43","85.10","610.22K","-0.78%"
"16.10.2020","86.63","86.80","87.86","86.00","632.33K","-0.38%"
"15.10.2020","86.96","88.60","89.23","86.78","1.07M","-1.60%"
"14.10.2020","88.37","89.49","90.00","87.37","614.09K","-0.54%"
"13.10.2020","88.85","90.09","90.53","88.71","339.58K","-2.06%"
"12.10.2020","90.72","92.12","92.12","90.00","632.18K","-0.24%"
"09.10.2020","90.94","91.00","92.40","89.50","718.73K","0.40%"
"08.10.2020","90.58","90.60","90.98","89.85","1.06M","0.35%"
"07.10.2020","90.26","89.53","90.50","89.31","632.72K","0.78%"
"06.10.2020","89.56","89.54","90.49","88.77","419.04K","-0.19%"
"05.10.2020","89.73","89.50","90.24","89.01","559.52K","0.39%"
"02.10.2020","89.38","88.12","90.08","87.51","161.75K","1.34%"
"01.10.2020","88.20","90.01","90.65","87.98","332.78K","-2.21%"
"30.09.2020","90.19","89.32","91.00","88.69","1.03M","1.37%"
"29.09.2020","88.97","90.89","90.89","88.26","340.01K","-1.68%"
"28.09.2020","90.49","90.99","92.43","89.05","550.28K","0.18%"
"25.09.2020","90.33","89.14","91.00","88.63","785.70K","1.64%"
"24.09.2020","88.87","91.12","91.12","87.86","580.28K","-2.42%"
"23.09.2020","91.07","90.50","91.42","89.40","737.58K","1.45%"
"22.09.2020","89.77","89.24","90.70","88.80","582.56K","0.64%"
"21.09.2020","89.20","88.49","90.72","88.23","408.45K","1.07%"
"18.09.2020","88.26","87.00","88.64","86.36","2.19M","2.16%"
"17.09.2020","86.39","86.25","86.93","85.02","695.64K","0.15%"
"15.09.2020","86.26","86.82","86.82","85.90","263.65K","-0.43%"
"14.09.2020","86.63","86.90","86.90","85.47","537.99K","0.37%"
"11.09.2020","86.31","86.69","86.78","84.71","379.95K","-0.06%"
"10.09.2020","86.36","86.23","86.94","84.89","1.35M","0.01%"
"09.09.2020","86.35","86.65","87.85","86.21","357.19K","0.05%"
"08.09.2020","86.31","87.00","88.94","84.94","801.53K","-2.90%"
"07.09.2020","88.89","91.47","91.47","87.00","16.20K","0.43%"
"04.09.2020","88.51","89.25","89.85","87.26","610.77K","-1.26%"
"03.09.2020","89.64","91.00","92.24","88.65","595.09K","-2.13%"
"02.09.2020","91.59","93.80","93.80","90.45","840.55K","-1.42%"
"01.09.2020","92.91","91.69","93.35","90.46","635.99K","1.21%"
"31.08.2020","91.80","94.87","94.98","90.91","3.16M","-3.25%"
"28.08.2020","94.88","94.11","95.50","93.86","200.38K","-0.72%"
"27.08.2020","95.57","94.30","96.78","94.10","437.03K","1.40%"
"26.08.2020","94.25","95.54","95.65","93.39","471.47K","-1.59%"
"25.08.2020","95.77","95.77","96.79","91.90","609.85K","-0.04%"
"24.08.2020","95.81","94.54","95.99","94.47","401.40K","1.19%"
"21.08.2020","94.68","95.67","95.67","94.33","215.94K","-1.45%"
"20.08.2020","96.07","96.12","96.60","92.85","474.11K","-0.05%"
"19.08.2020","96.12","96.86","96.86","94.93","1.22M","-1.60%"
"18.08.2020","97.68","98.32","98.32","96.74","913.27K","-0.41%"
"17.08.2020","98.08","95.24","98.55","94.85","656.98K","2.69%"
"14.08.2020","95.51","95.15","96.91","95.12","1.29M","0.29%"
"13.08.2020","95.23","96.30","97.57","94.59","562.45K","-0.88%"
"12.08.2020","96.08","96.00","97.28","95.49","371.62K","0.54%"
"11.08.2020","95.56","94.66","96.00","94.37","298.64K","1.55%"
"10.08.2020","94.10","94.26","95.45","93.37","158.81K","0.32%"
"07.08.2020","93.80","94.30","94.30","92.94","182.98K","0.35%"
"06.08.2020","93.47","94.40","94.76","92.68","254.50K","-0.74%"
"05.08.2020","94.17","91.79","95.39","91.79","1.12M","2.04%"
"04.08.2020","92.29","91.99","94.00","91.39","1.42M","1.07%"
"03.08.2020","91.31","93.04","93.38","90.91","523.84K","-0.66%"
"31.07.2020","91.92","92.66","92.66","90.24","833.88K","-0.62%"
"30.07.2020","92.49","92.84","92.93","91.61","201.36K","-0.60%"
"29.07.2020","93.05","93.27","93.52","91.85","726.59K","-0.36%"
"28.07.2020","93.39","92.47","93.59","92.46","637.60K","0.58%"
"27.07.2020","92.85","92.62","93.00","91.03","378.25K","-0.12%"
"24.07.2020","92.96","92.80","93.60","91.10","445.24K","0.44%"
"23.07.2020","92.55","94.76","95.30","90.10","529.65K","-1.93%"
"22.07.2020","94.37","92.86","94.99","92.35","392.73K","1.65%"
"21.07.2020","92.84","91.38","93.65","90.80","520.67K","2.01%"
"20.07.2020","91.01","93.03","93.03","89.92","746.15K","-2.15%"
"17.07.2020","93.01","92.80","93.71","91.35","530.01K","0.73%"
"16.07.2020","92.34","93.06","93.06","91.86","775.68K","-0.53%"
"15.07.2020","92.83","92.96","93.50","92.50","1.10M","-0.40%"
"14.07.2020","93.20","96.40","96.70","92.68","637.37K","-2.85%"
"13.07.2020","95.93","97.75","98.07","94.99","607.01K","-1.55%"
"10.07.2020","97.44","96.30","97.77","95.58","384.50K","1.68%"
"09.07.2020","95.83","97.36","98.31","95.42","674.83K","-1.87%"
"08.07.2020","97.66","101.69","101.69","96.97","600.55K","-2.63%"
"07.07.2020","100.30","99.56","100.50","98.78","655.65K","0.16%"
"06.07.2020","100.14","97.91","100.95","97.61","500.24K","2.66%"
"03.07.2020","97.55","99.04","99.04","97.52","46.69K","-1.47%"
"02.07.2020","99.01","101.00","101.71","98.42","1.11M","-1.24%"
"01.07.2020","100.25","99.78","101.00","99.35","517.82K","-0.37%"
"30.06.2020","100.62","99.92","101.34","99.53","664.50K","-0.29%"
"29.06.2020","100.91","100.55","102.09","99.67","398.05K","1.25%"
"26.06.2020","99.66","102.23","102.40","98.98","564.97K","-1.76%"
"25.06.2020","101.45","102.18","102.18","100.10","392.06K","-0.59%"
"24.06.2020","102.05","103.90","103.90","101.14","302.51K","-2.51%"
"23.06.2020","104.68","105.56","106.60","104.08","386.35K","0.46%"
"22.06.2020","104.20","104.34","104.67","103.54","399.88K","-1.97%"
"19.06.2020","106.29","104.12","106.81","104.12","2.64M","2.01%"
"18.06.2020","104.20","99.75","104.39","99.75","664.20K","4.09%"
"17.06.2020","100.11","100.56","101.16","99.54","594.02K","-0.45%"
"16.06.2020","100.56","97.92","101.50","97.92","757.97K","3.45%"
"15.06.2020","97.21","98.89","98.96","96.42","560.28K","-1.53%"
"12.06.2020","98.72","97.04","99.67","97.04","439.16K","2.98%"
"11.06.2020","95.86","97.72","99.64","95.51","555.39K","-2.20%"
"10.06.2020","98.02","100.60","101.90","97.92","921.93K","-3.48%"
"09.06.2020","101.55","103.62","105.66","100.32","616.52K","-2.00%"
"08.06.2020","103.62","97.04","103.99","97.04","1.38M","3.59%"
"05.06.2020","100.03","98.39","100.84","98.39","1.02M","3.17%"
"04.06.2020","96.96","98.58","98.83","96.13","863.14K","-1.51%"
"03.06.2020","98.45","98.00","98.81","96.86","724.43K","1.45%"
"02.06.2020","97.04","96.11","98.37","95.70","778.69K","1.77%"
"01.06.2020","95.35","96.79","97.15","94.75","789.97K","-1.49%"
"29.05.2020","96.79","94.32","98.56","91.50","3.13M","2.87%"
"28.05.2020","94.09","96.30","96.30","92.70","1.22M","-2.12%"
"27.05.2020","96.13","93.31","96.71","92.88","1.21M","3.42%"
"26.05.2020","92.95","92.39","93.40","91.27","442.53K","1.45%"
"25.05.2020","91.62","92.19","93.55","91.27","48.00K","0.14%"
"22.05.2020","91.49","91.50","93.15","91.27","232.71K","-0.83%"
"21.05.2020","92.26","92.12","92.49","91.21","806.71K","-0.55%"
"20.05.2020","92.77","92.51","93.17","91.51","486.06K","-0.05%"
"19.05.2020","92.82","95.61","95.61","92.10","329.52K","-3.40%"
"18.05.2020","96.09","92.49","97.49","92.49","475.63K","3.01%"
"15.05.2020","93.28","92.22","95.42","92.22","195.61K","1.63%"
"14.05.2020","91.78","93.18","94.72","91.34","556.36K","-1.92%"
"13.05.2020","93.58","97.98","97.98","93.27","1.35M","-4.38%"
"12.05.2020","97.87","96.82","98.30","96.39","519.65K","1.30%"
"11.05.2020","96.61","96.28","97.56","94.67","378.67K","1.09%"
"08.05.2020","95.57","93.18","95.99","93.00","618.12K","3.07%"
"07.05.2020","92.72","95.10","95.40","92.21","4.70M","-2.01%"
"06.05.2020","94.62","95.73","96.14","94.01","1.36M","-0.67%"
"05.05.2020","95.26","95.00","96.14","94.93","478.86K","0.29%"
"04.05.2020","94.98","97.10","97.10","93.89","626.12K","-2.18%"
"30.04.2020","97.10","101.49","101.50","94.72","1.45M","-2.41%"
"29.04.2020","99.50","100.10","101.61","98.01","486.43K","0.03%"
"28.04.2020","99.47","98.04","100.98","98.04","2.19M","1.57%"
"27.04.2020","97.93","97.40","98.48","96.70","961.02K","0.50%"
"24.04.2020","97.44","98.04","99.45","96.21","1.37M","-0.35%"
"23.04.2020","97.78","99.51","100.78","97.00","689.87K","-1.40%"
"22.04.2020","99.17","98.33","99.73","96.57","1.05M","1.56%"
"21.04.2020","97.65","99.54","99.61","96.79","296.19K","-1.01%"
"20.04.2020","98.65","99.82","100.06","97.76","585.77K","-0.93%"
"17.04.2020","99.58","102.44","103.30","98.93","471.23K","-1.07%"
"16.04.2020","100.66","101.73","101.86","99.03","866.32K","-0.81%"
"15.04.2020","101.48","102.34","103.03","100.58","1.82M","-0.69%"
"14.04.2020","102.19","102.59","103.33","100.10","615.55K","0.86%"
"13.04.2020","101.32","100.87","102.43","99.30","645.21K","0.45%"
"08.04.2020","100.87","100.33","101.23","98.79","623.31K","1.05%"
"07.04.2020","99.82","99.38","101.40","98.01","1.13M","0.34%"
"06.04.2020","99.48","96.50","102.19","96.50","653.16K","4.84%"
"03.04.2020","94.89","96.67","96.67","93.01","1.11M","-0.95%"
"02.04.2020","95.80","93.10","96.57","92.15","580.99K","3.56%"
"01.04.2020","92.51","95.34","95.34","92.00","1.42M","-3.28%"
"31.03.2020","95.65","95.53","97.83","93.94","1.63M","0.60%"
"30.03.2020","95.08","92.50","95.75","92.50","525.12K","4.99%"
"27.03.2020","90.56","94.48","96.32","89.56","1.54M","-6.21%"
"26.03.2020","96.56","97.51","100.09","96.13","789.11K","-1.58%"
"25.03.2020","98.11","95.12","102.05","94.36","531.25K","1.53%"
"24.03.2020","96.63","96.60","101.90","94.92","929.84K","0.03%"
"23.03.2020","96.60","101.11","101.11","95.32","822.39K","-3.56%"
"20.03.2020","100.17","105.43","106.21","98.98","4.64M","-3.98%"
"19.03.2020","104.32","103.49","106.99","101.74","915.93K","1.30%"
"18.03.2020","102.98","105.42","107.70","101.42","738.06K","-4.58%"
"17.03.2020","107.92","103.00","110.12","98.02","1.89M","5.01%"
"13.03.2020","102.77","101.92","104.78","97.08","1.19M","5.45%"
"12.03.2020","97.46","101.72","101.72","89.44","990.12K","-3.96%"
"11.03.2020","101.48","100.84","102.30","100.40","876.68K","-0.12%"
"10.03.2020","101.60","104.78","104.78","100.63","766.41K","-0.85%"
"09.03.2020","102.47","103.70","107.18","99.72","1.68M","-5.51%"
"06.03.2020","108.45","109.00","109.62","108.11","636.15K","-0.42%"
"05.03.2020","108.91","110.60","110.60","108.29","757.63K","-1.11%"
"04.03.2020","110.13","110.66","110.66","108.45","634.63K","1.81%"
"03.03.2020","108.17","109.86","112.00","107.00","1.53M","-1.29%"
"02.03.2020","109.58","108.94","112.40","108.94","1.89M","0.55%"
"28.02.2020","108.98","110.73","112.01","107.82","2.94M","-3.28%"
"27.02.2020","112.67","116.99","116.99","112.21","823.46K","-3.17%"
"26.02.2020","116.36","117.96","117.96","115.82","1.08M","-0.80%"
"25.02.2020","117.30","118.46","118.91","116.99","628.59K","-0.74%"
"24.02.2020","118.17","120.74","120.74","117.39","657.80K","-2.35%"
"21.02.2020","121.02","117.90","121.53","117.35","773.69K","3.14%"
"20.02.2020","117.34","120.03","120.03","117.19","547.33K","-1.62%"
"19.02.2020","119.27","120.00","120.55","119.15","622.55K","-0.20%"
"18.02.2020","119.51","119.53","120.50","119.37","1.33M","0.91%"
"17.02.2020","118.43","119.50","119.50","118.41","71.64K","-1.02%"
"14.02.2020","119.65","119.50","119.80","118.80","255.20K","0.44%"
"13.02.2020","119.13","119.89","119.98","118.15","813.21K","-0.69%"
"12.02.2020","119.96","120.50","122.00","119.69","1.77M","-0.81%"
"11.02.2020","120.94","120.15","121.66","119.89","415.61K","0.64%"
"10.02.2020","120.17","120.38","121.03","120.00","2.28M","-0.09%"
"07.02.2020","120.28","119.15","120.85","118.30","343.56K","1.05%"
"06.02.2020","119.03","118.09","119.91","118.06","553.90K","0.86%"
"05.02.2020","118.02","117.77","119.13","117.77","734.77K","0.47%"
"04.02.2020","117.47","115.22","118.18","115.22","675.23K","2.20%"
"31.01.2020","114.94","115.89","116.25","114.08","866.69K","-0.73%"
"30.01.2020","115.78","115.76","116.09","114.51","684.41K","0.02%"
"29.01.2020","115.76","115.93","116.39","113.98","664.17K","0.14%"
"28.01.2020","115.60","115.43","115.79","114.76","731.51K","0.44%"
"27.01.2020","115.09","117.17","117.27","114.81","290.92K","-2.60%"
"24.01.2020","118.16","118.21","119.15","117.78","263.94K","0.34%"
"23.01.2020","117.76","118.78","120.00","117.40","1.92M","-1.53%"
"22.01.2020","119.59","116.28","119.92","116.28","793.75K","2.86%"
"21.01.2020","116.27","115.66","117.44","115.62","447.36K","-0.38%"
"20.01.2020","116.71","115.44","117.04","115.12","69.51K","0.63%"
"17.01.2020","115.98","115.20","116.20","114.72","1.32M","0.96%"
"16.01.2020","114.88","113.92","115.51","113.86","741.83K","1.11%"
"15.01.2020","113.62","114.01","114.72","113.36","501.01K","-0.56%"
"14.01.2020","114.26","113.90","114.34","113.17","742.56K","0.17%"
"13.01.2020","114.07","113.69","114.49","113.69","535.68K","0.27%"
"10.01.2020","113.76","114.10","114.68","113.60","627.67K","-0.41%"
"09.01.2020","114.23","115.14","115.29","113.66","847.86K","-0.51%"
"08.01.2020","114.81","116.07","116.11","114.10","731.78K","-0.46%"
"07.01.2020","115.34","116.45","116.80","115.02","880.66K","-0.49%"
"06.01.2020","115.91","116.03","116.12","114.77","297.89K","-0.46%"
"03.01.2020","116.45","115.60","116.62","114.77","540.91K","0.81%"
"02.01.2020","115.51","115.50","116.05","114.77","236.14K","0.55%"